order_item_id,order_id,product_id,Discount (%),final_price
1208,208,f10370ff-5,50,176.54
1209,209,5fe989c9-0,25,50.52
1210,210,18a5e79d-9,30,142.44
1211,211,8d0bdad7-4,30,172.89
1212,212,928d77c4-3,20,294.6
1213,213,f383159c-4,20,261.75
1214,214,8d255132-b,20,219.72
1215,215,2cbe2f6f-c,0,369.15
1216,216,9ea32af8-e,5,80.05
1217,217,65ac8845-c,25,191.81
1218,218,93a8561e-7,30,308.52
1219,219,41fbbdbc-9,25,237.63
1220,220,e2cdb444-c,10,179.89
1221,221,bcdf7628-1,30,272.89
1222,222,1115a4cc-1,5,302.08
1223,223,a1d355b7-1,30,115.54
1224,224,a0354415-2,15,163.61
1225,225,96ef0dc9-6,20,85.07
1226,226,bc8f50c4-2,50,202.46
1227,227,8a124bf1-f,10,260.66
1228,228,7951f51e-0,5,123.4
1229,229,28cfa86a-5,5,39.14
1230,230,612b78d4-f,15,176.87
1231,231,b91ead40-7,20,91.87
1232,232,88c4fbee-6,20,344.13
1233,233,12e1e7b7-7,25,323.99
1234,234,743ba069-f,20,378.22
1235,235,4ee2c2d6-9,50,236.59
1236,236,1c303802-d,25,153.8
1237,237,fe1e6a78-9,20,388.57
1238,238,3ba8563c-f,10,75.85
1239,239,afda448a-a,20,151.87
1240,240,916025c8-f,15,311.44
1241,241,ece88ff7-0,50,46.52
1242,242,9083e49d-7,5,378.25
1243,243,c69635d9-f,20,261.21
1244,244,23e7a67d-1,5,349.58
1245,245,7bbba576-7,50,212.07
1246,246,948a3b40-d,30,251.66
1247,247,b6bfe4cb-f,25,140.4
1248,248,56f9b336-5,5,220.51
1249,249,ce4c61d2-d,25,177.59
1250,250,d2f40c10-8,10,395.46
1251,251,3d8c1bc0-8,5,126.66
1252,252,1bec4273-5,5,189.34
1253,253,e570765e-b,10,129.31
1254,254,be05d6b5-2,15,266.36
1255,255,06ea5adb-3,30,217.73
1256,256,0d1765cc-2,0,71.34
1257,257,23eca2e3-4,0,354.11
1258,258,00bb902e-c,10,147.52
1259,259,c1cbbee6-d,30,322.58
1260,260,8730a0ee-7,20,39.69
1261,261,9869b403-1,15,276.68
1262,262,7936a1cb-1,10,354.74
1263,263,a49efe9f-9,5,418.1
1264,264,c0b10d64-7,30,66.16
1265,265,474c66bf-3,50,104.7
1266,266,312bc8fc-8,30,289.32
1267,267,f048a4a2-5,5,195.53
1268,268,118fb0b7-5,30,77.51
1269,269,36d0d0c8-a,5,410.5
1270,270,a1d11037-3,5,356.34
1271,271,5f7c41ee-8,5,66.28
1272,272,148cb3f3-1,15,366.32
1273,273,03855207-2,30,300.78
1274,274,5409dd3e-8,15,324.09
1275,275,fb807119-e,20,58.3
1276,276,a875d9c4-3,25,28.25
1277,277,c0b273c2-5,15,412.25
1278,278,61c34d6b-7,0,214.45
1279,279,e7f6b561-2,0,315.89
1280,280,e5e1cfb0-8,50,105.83
1281,281,108aa207-b,30,343.52
1282,282,06a09e72-0,10,399.84
1283,283,d0b8fdbd-c,10,220.15
1284,284,6a7a755f-3,30,311.41
1285,285,8fb4616e-1,10,207.97
1286,286,211045d2-8,20,25.91
1287,287,19c38aae-f,5,247.7
1288,288,96cc2aff-a,0,446.14
1289,289,1f547b94-e,10,130.1
1290,290,38cc3695-2,50,233.68
1291,291,0c216a89-c,50,35.51
1292,292,8154e3b9-f,50,187.16
1293,293,9a063b15-b,20,49.46
1294,294,1c38c5f3-a,20,171.71
1295,295,4743f61c-6,15,187.65
1296,296,f7dc5f39-8,0,204.56
1297,297,938a985a-3,15,66.67
1298,298,8423ce73-6,20,105.98
1299,299,67788728-f,5,317.82
1300,300,f103ac45-1,10,280.16
1301,301,2b5c6c6d-1,15,59.92
1302,302,adf77823-5,50,121.84
1303,303,1e180b5a-5,20,59.74
1304,304,747539b8-3,5,368.63
1305,305,d037e5a2-4,0,28.12
1306,306,5d6fed7e-c,15,95.65
1307,307,35303867-3,15,373.84
1308,308,035b2887-1,20,176.3
1309,309,409255b0-7,30,219.91
1310,310,cb2df151-f,10,395.07
1311,311,9e7e2170-8,10,150.2
1312,312,952d56a9-b,0,222.28
1313,313,c5cfe88d-5,25,96.67
1314,314,e8999fe4-c,30,46.12
1315,315,30884869-f,15,27.14
1316,316,9c80171d-4,50,9.39
1317,317,d09b26d9-0,25,35.24
1318,318,2b55fe4e-5,30,205.3
1319,319,7bd70763-d,10,377.59
1320,320,f6ac2fc8-b,10,135.08
1321,321,9837356f-2,25,129.08
1322,322,fa178a1a-9,5,418.54
1323,323,d0248426-8,15,103.11
1324,324,3e909d12-3,15,409.6
1325,325,8783e6d7-9,20,142.07
1326,326,6c60ac1f-5,30,310.13
1327,327,ce33c092-3,50,117.67
1328,328,6917952b-a,50,12.38
1329,329,dd47ca5c-7,10,423.81
1330,330,dbdf1bd9-4,0,237.27
1331,331,affa909a-d,5,144.13
1332,332,b728a1fd-f,50,13.94
1333,333,9290dba4-3,20,21.56
1334,334,35165fca-f,30,292.14
1335,335,f9b277b8-e,10,186.79
1336,336,6330d18c-c,25,92.56
1337,337,cca83636-7,0,398.36
1338,338,0e1a71b4-5,15,297.93
1339,339,f75cd757-e,0,459.93
1340,340,d7756866-3,25,243.7
1341,341,8758e2a7-5,15,410.96
1342,342,f6668874-4,25,214.78
1343,343,99f4f73c-d,5,461.84
1344,344,34731d18-b,0,44.29
1345,345,9daf59d4-d,25,361.15
1346,346,112725bd-9,15,343.46
1347,347,5471b17a-5,20,50.65
1348,348,4e770614-0,0,254.31
1349,349,880eab94-7,15,130.03
1350,350,a3a6c3c3-5,15,169.29
1351,351,2029492d-a,10,346.24
1352,352,97aa2898-6,10,448.53
1353,353,1a75428d-6,10,128.28
1354,354,741be484-3,15,300.7
1355,355,6cc0fabb-0,5,36.75
1356,356,edc90cdd-f,10,30.87
1357,357,49da2a6d-0,25,90.79
1358,358,19694848-0,15,100.26
1359,359,966d092f-4,20,32.89
1360,360,e1fbcf04-4,20,137.25
1361,361,5ff948e9-e,20,152.38
1362,362,37dd32b9-2,25,70.66
1363,363,f5929b23-f,15,250.46
1364,364,f735c522-7,15,222.83
1365,365,0bb347fc-8,50,128.68
1366,366,385d5a98-5,10,286.33
1367,367,1879476d-1,30,302.79
1368,368,60552b00-5,10,347.69
1369,369,8dc77453-f,5,124.96
1370,370,68175273-6,0,32.29
1371,371,1716680b-f,10,250.23
1372,372,61dc6cda-6,10,342.94
1373,373,3b35362c-0,10,51.1
1374,374,7321f69d-6,30,21.39
1375,375,70243117-d,20,310.25
1376,376,ec7ee1d8-c,30,262.79
1377,377,9f0f06d3-3,5,173.94
1378,378,b1f1cec7-8,15,236.76
1379,379,fbcacc6c-d,10,204.91
1380,380,28c40ae3-e,30,343.64
1381,381,9eeae0e2-6,50,34.66
1382,382,b8c6b653-c,50,15.56
1383,383,538ed23f-d,25,169.19
1384,384,c612b025-d,10,295.48
1385,385,5aff8eb0-a,50,46.1
1386,386,0a6ec1de-5,15,81
1387,387,4cf74eeb-1,0,467.24
1388,388,66d31bcc-5,10,163.51
1389,389,86c443dc-d,50,133.94
1390,390,e5071257-0,0,138.46
1391,391,2d45fe93-4,5,144.32
1392,392,1df471c0-6,25,122.66
1393,393,ad05bd9b-3,30,200.26
1394,394,26feb22b-9,30,146.92
1395,395,43084da7-3,10,408.73
1396,396,d3ede683-9,25,65.7
1397,397,8b7d3acc-5,30,156.61
1398,398,c2358c11-c,10,425.81
1399,399,5e1c0286-d,5,450.9
1400,400,6f5b3c27-7,10,316.13
1401,401,1e048fba-3,15,350.6
1402,402,5e3bc580-6,20,177.11
1403,403,b6c438b1-4,0,47.18
1404,404,6ff74b4d-7,50,181.69
1405,405,513edd5b-a,0,116.06
1406,406,474e681a-a,20,256.86
1407,407,1e7bf1fe-6,20,388.32
1408,408,f28cdd02-7,25,97.28
1409,409,38d8b02d-4,20,385.3
1410,410,6eac3727-8,0,112
1411,411,db7d8ba8-a,0,444.98
1412,412,0e5c25e6-2,25,170.23
1413,413,5d6d3c17-6,20,330.38
1414,414,d0d702ad-8,20,245.58
1415,415,25ea4a1f-0,15,407.59
1416,416,7c4d897b-7,15,359.28
1417,417,7fe0ba98-f,30,315.36
1418,418,fa1b70a0-d,5,320.83
1419,419,dce9a48e-f,25,266.57
1420,420,933712e7-8,50,125.2
1421,421,37cadfa7-8,25,193.56
1422,422,27cdeb76-6,0,61.98
1423,423,cfcc5fd6-b,10,249.43
1424,424,210a2d36-7,50,90.81
1425,425,4c798c68-9,15,86.1
1426,426,e0f744c7-3,25,299.77
1427,427,f5819e74-0,10,163.52
1428,428,37800a56-3,15,117.73
1429,429,1a3aa7ac-9,30,252.62
1430,430,6d05da53-3,20,121.94
1431,431,2ea64143-d,15,236.96
1432,432,9a544065-a,10,74.66
1433,433,28dd3466-1,5,79.14
1434,434,7438ea1f-c,0,268.14
1435,435,071b5966-3,50,244.71
1436,436,1d4e9360-1,0,210.4
1437,437,e5a12194-5,20,79.38
1438,438,385838a7-e,0,280.2
1439,439,bb11a08f-4,10,180.13
1440,440,b22c4626-9,15,330.18
1441,441,2784b792-4,50,214.72
1442,442,c1e93299-2,15,295.93
1443,443,762221aa-3,0,176.6
1444,444,389afb40-f,0,228.74
1445,445,2830b16b-9,15,257.52
1446,446,88733fae-e,25,88.28
1447,447,67d80dfd-7,25,164.39
1448,448,381eab4a-d,30,96.42
1449,449,36fe6ac6-2,5,415.02
1450,450,82b6cd96-6,20,215.91
1451,451,a1f2b6dd-7,10,73.64
1452,452,5dd58cd8-2,20,282.89
1453,453,ed21c448-4,15,32.07
1454,454,3eb56196-f,5,204.57
1455,455,c3890ccb-8,10,105.46
1456,456,4a8e60af-d,5,428.66
1457,457,7bcd7ac9-6,30,267.98
1458,458,90a62e58-d,50,106.5
1459,459,9e13e61e-c,0,450.17
1460,460,d5ffce9f-3,50,125.99
1461,461,3bf1badc-6,25,259.12
1462,462,8f8a84e9-8,15,367.11
1463,463,531124f2-0,0,76.69
1464,464,4fb52521-f,50,186.63
1465,465,ae353616-c,30,18.7
1466,466,3eed3203-4,0,191.54
1467,467,062f7492-d,25,355.47
1468,468,c18f0916-4,15,295.32
1469,469,1ff000e0-e,5,190.6
1470,470,69e1b723-6,25,35.59
1471,471,5e2b3419-a,20,362.82
1472,472,91b88773-5,20,303.16
1473,473,908a54b6-0,0,321.66
1474,474,27c745da-8,5,408.29
1475,475,51f72692-9,5,372.65
1476,476,d269fa86-d,25,127.44
1477,477,03e902b1-7,30,240.86
1478,478,a2075783-1,50,59.8
1479,479,507cfd45-3,15,258.42
1480,480,d530da77-3,20,177.28
1481,481,cddf766d-e,15,315.96
1482,482,d78da125-0,0,245.53
1483,483,018f23ea-7,50,217.87
1484,484,b121d823-9,5,379.89
1485,485,98898541-4,15,401
1486,486,919c0e4d-0,30,315.88
1487,487,0e7f87e5-8,5,160.09
1488,488,310c2d25-b,30,190.96
1489,489,73bb6de8-1,5,145.47
1490,490,31dd646d-7,50,122.36
1491,491,267985bd-2,30,52.25
1492,492,b8455d97-7,10,183.9
1493,493,7dcce976-1,15,362.33
1494,494,a7f3a36d-b,10,332.42
1495,495,f4193c4a-2,0,384.61
1496,496,26c3c2aa-e,20,162.55
1497,497,012b2dda-1,20,315.45
1498,498,52cdaea0-8,25,101.41
1499,499,3ba6780b-a,50,120.88
1500,500,5024d38a-c,5,19.29
1501,501,4af5147b-4,20,189.3
1502,502,3c7eedc9-a,0,250.72
1503,503,6280a914-4,30,285.21
1504,504,5497ca0e-5,10,393.25
1505,505,3a6f86b9-b,50,146.19
1506,506,122394b2-e,0,63.8
1507,507,63b737b8-d,15,393.12
1508,508,433fec78-f,5,116.03
1509,509,4b94f455-e,50,215.4
1510,510,451dc78c-3,15,208.71
1511,511,c385a9e4-c,30,287.77
1512,512,ce07178a-6,50,76.31
1513,513,13cd0a57-0,50,70.62
1514,514,3d9f22df-f,15,356.84
1515,515,a0d2dea3-a,0,389.67
1516,516,56886e5d-7,20,340.9
1517,517,6e4a33e0-e,5,471.92
1518,518,5ec4a8b3-d,15,93.49
1519,519,4a545c9f-8,25,317.56
1520,520,f330657b-d,20,47.54
1521,521,2fe1f2b3-b,20,11.52
1522,522,bef56996-5,10,115.13
1523,523,84268f41-1,0,190.26
1524,524,0f8b3bb7-8,20,293.43
1525,525,4396ccca-1,25,179.19
1526,526,4b89d022-8,10,95.05
1527,527,5afee66b-4,5,239.25
1528,528,17c05cd0-c,30,337.95
1529,529,b0d69622-a,5,194.27
1530,530,f73bf81c-f,5,346.42
1531,531,b3345786-8,50,33.15
1532,532,4023a06e-7,25,92.09
1533,533,3f1caf62-f,20,47.33
1534,534,2ad69764-b,20,386.19
1535,535,33850590-0,30,280.17
1536,536,07fa6d99-0,30,195.08
1537,537,14161f4b-8,5,424.13
1538,538,33b219e4-0,10,70.01
1539,539,89d4357f-0,20,101.53
1540,540,c6438a19-5,30,245.57
1541,541,0a454a94-f,10,38.72
1542,542,fbe1be6d-3,25,312.22
1543,543,9d4429b3-b,15,108.97
1544,544,912f767d-d,25,84.73
1545,545,4b585842-7,20,177.54
1546,546,c043a23a-d,20,285.42
1547,547,6698a03c-9,30,216.94
1548,548,6e225e67-8,30,280.44
1549,549,15b532b8-c,50,188.78
1550,550,f1aa4880-3,15,324.98
1551,551,e4733b2d-3,15,183.27
1552,552,88ac9198-a,10,317.6
1553,553,ad95ddec-0,15,343.38
1554,554,2392c4a9-b,15,16.52
1555,555,95d60434-e,50,211.31
1556,556,e9feb788-5,30,211.91
1557,557,0ca7d06c-9,0,71.26
1558,558,1d45530e-f,0,332.89
1559,559,33f24bca-a,10,228.77
1560,560,3a2603ce-0,30,305.3
1561,561,a8e54bbb-b,30,265.75
1562,562,c97eb78f-6,20,352.22
1563,563,408988b0-2,0,358.89
1564,564,1d0dfece-f,15,393.59
1565,565,ad413f74-7,50,7.33
1566,566,74232b1e-e,10,336.74
1567,567,f1612cb4-2,15,281.07
1568,568,1730de82-d,5,348.78
1569,569,b99ff610-5,50,48.47
1570,570,fd68f3df-7,5,310.59
1571,571,68365458-0,10,120.25
1572,572,b1cac920-f,50,159.65
1573,573,c4e06440-e,30,331.21
1574,574,ceab308d-f,30,182.93
1575,575,fda392f9-d,5,315.86
1576,576,64049319-8,5,171.06
1577,577,494800ef-2,5,454.69
1578,578,2ac7fc27-9,30,274.24
1579,579,2a34ede3-a,50,97.3
1580,580,93f6ad6c-3,50,72.78
1581,581,f6ffdeea-1,0,149.93
1582,582,cbeb110c-d,20,157.81
1583,583,758e3cf5-d,15,106.65
1584,584,c8304287-0,0,221.24
1585,585,b3684052-7,50,210.88
1586,586,f9c3cc85-b,20,274.08
1587,587,4d81096c-a,25,285.38
1588,588,96a4eeb1-a,0,435.45
1589,589,d45a02f8-3,25,191.44
1590,590,1ac7fcaa-4,25,107.19
1591,591,0ae87429-2,25,152.66
1592,592,8baecb87-6,0,71.16
1593,593,56534cf5-a,20,387.91
1594,594,891369e6-3,10,388.66
1595,595,1859fc40-2,15,200.74
1596,596,eb398faf-6,25,239.66
1597,597,4da1fb5d-d,15,112.77
1598,598,dfc784ec-d,5,106.73
1599,599,69843943-b,10,153.45
1600,600,a4353860-7,10,258.92
1601,601,11d34f7e-2,0,216.75
1602,602,df7930b9-d,10,34.01
1603,603,4ac6af27-a,50,50.12
1604,604,273017e8-2,0,453.66
1605,605,93235dc9-9,10,361.39
1606,606,37a661c4-a,15,376.05
1607,607,c4f71922-a,50,112.28
1608,608,e740000e-2,15,370.57
1609,609,35efff39-b,15,338.51
1610,610,63c30b65-a,0,262.8
1611,611,06fff043-4,0,257.67
1612,612,eba5c94a-6,50,205.03
1613,613,39c7b618-6,20,41.06
1614,614,76ca9c3c-c,10,25.89
1615,615,268b335a-8,20,104.22
1616,616,8164e79d-1,50,56.86
1617,617,a2f99d43-c,50,153.38
1618,618,d36a344e-f,0,68.53
1619,619,92411baa-e,20,149.57
1620,620,ed268cfc-4,5,471.95
1621,621,6390f2ea-8,0,479.63
1622,622,7cbf22f9-2,20,188.69
1623,623,85842870-7,30,52.18
1624,624,28ca7dce-f,30,188.47
1625,625,30ff2cd8-5,25,49.78
1626,626,579ede7a-c,5,116.7
1627,627,b6add811-e,5,199.2
1628,628,e59dd1ef-7,20,194.9
1629,629,594121e8-4,25,315.94
1630,630,4aa17ee2-e,50,140.8
1631,631,d001ebc6-5,10,319.64
1632,632,f474b729-5,5,164.14
1633,633,0412d7ff-f,30,67.39
1634,634,41f528fa-5,10,257.48
1635,635,ef18627c-6,30,285.23
1636,636,8029a89d-b,10,207.16
1637,637,158fd3b5-2,50,236.53
1638,638,a52fdf17-b,5,120.1
1639,639,ad642b46-7,5,339.17
1640,640,dbebaa55-4,5,108.87
1641,641,e1afb191-5,50,241.97
1642,642,1fe67292-0,30,287.01
1643,643,793480ee-d,15,33.4
1644,644,3b3acd49-f,20,114.6
1645,645,c5a964e5-1,50,243.77
1646,646,0c4145bc-8,50,42.17
1647,647,98eb0ae1-e,10,75.32
1648,648,32f4abf1-e,50,206.28
1649,649,ac13377e-b,50,41.74
1650,650,46b7b3a3-0,20,338.15
1651,651,df1e3f0d-5,20,88.42
1652,652,347bc94b-6,10,276.53
1653,653,176b24ce-d,0,83.16
1654,654,bc2a8a1a-0,10,30
1655,655,1587d0c4-b,20,76.98
1656,656,2a339668-e,15,209.52
1657,657,afd38630-0,50,207.43
1658,658,33d1d69e-5,5,82.84
1659,659,d86c4787-2,5,14.89
1660,660,c8ee38d3-1,15,337.1
1661,661,380bf7e8-2,15,54.8
1662,662,a7e4d8b4-9,10,327.77
1663,663,74a43ff7-2,15,225.98
1664,664,4cc35f1a-1,25,151.52
1665,665,7c011ded-7,5,323.25
1666,666,a6326e35-d,30,58.89
1667,667,05c97ccd-6,5,69.31
1668,668,e10f1782-1,20,329.82
1669,669,90ea4fe6-d,30,11.26
1670,670,b7e948d3-5,10,12.09
1671,671,7f6906b4-0,30,263.05
1672,672,a8594906-d,30,129.36
1673,673,bea3dc50-a,10,14
1674,674,a6166130-b,30,138.45
1675,675,581a41f1-b,25,131.83
1676,676,b28c2240-7,0,174.56
1677,677,6f0fcbd8-e,20,223.5
1678,678,e101ab76-7,25,97.14
1679,679,2c1cd7b8-c,20,100.74
1680,680,57b27e03-4,25,58.76
1681,681,eb0596ff-1,20,19.08
1682,682,4913cc97-2,15,178.02
1683,683,bb6469a8-e,15,248.17
1684,684,fda470b8-1,5,381.05
1685,685,0b4350eb-5,0,335.49
1686,686,d8f3686a-3,50,29.12
1687,687,30b35209-e,30,115.06
1688,688,c29aa4a8-f,5,94.39
1689,689,5e9900af-f,10,316.79
1690,690,676d7645-b,5,347.12
1691,691,ba8a075e-b,10,11.09
1692,692,a9cf9e47-1,5,338.09
1693,693,84478b2a-7,15,393.29
1694,694,f3fa141b-a,5,293.23
1695,695,3316625a-a,30,108.64
1696,696,329af66f-e,25,107.72
1697,697,efd0a0a2-6,5,22.59
1698,698,d474e7e9-2,50,182.69
1699,699,4b0562d6-6,50,78.44
1700,700,2ab12e1b-6,50,214.69
1701,701,ef5c107c-f,15,168.01
1702,702,0bb5397d-8,20,133.85
1703,703,868803c9-8,20,395.44
1704,704,f6a07190-8,10,103.58
1705,705,51393037-0,0,140.42
1706,706,4c529cb5-6,50,131.78
1707,707,581977ad-e,15,20.08
1708,708,05a68613-e,50,90.63
1709,709,38210005-e,25,292.37
1710,710,a1ca6a6d-5,0,347.3
1711,711,7b2f61cf-4,0,73.29
1712,712,468994c4-8,0,308.09
1713,713,7cb9f116-e,10,306.94
1714,714,9bba74d0-a,10,241.98
1715,715,1d561c87-f,25,22.91
1716,716,3b16bf75-a,20,261.58
1717,717,aa8da6fc-a,25,107.6
1718,718,576781f7-3,50,121.58
