product_id,category_id,price
bc26060a-5,107,384.8
7f74df77-2,103,377.75
aef8a1b7-f,106,285.18
dbc17060-e,105,187.86
87d16f8f-2,101,440.5
4c54fc1d-0,104,124.56
7f15c4cf-6,104,236.7
a95d5384-7,102,397.16
69ac51ab-8,104,248.95
d516e842-3,101,123.71
d706b082-4,107,62.46
459a15e9-f,107,451.3
4ccbd0eb-8,101,320.09
7b348c44-0,103,51.73
ced724ce-2,103,388.94
4cebabca-e,101,85.98
6b4b6852-a,106,460.89
61a3694b-7,106,492.64
4.84E+02,101,86.95
b503bda4-8,104,416.65
c6e0579d-9,103,155.75
b93bd2ee-b,102,238.9
cf9bf8ad-9,104,470.33
7ae18ecd-b,103,62.48
9f5d4e87-5,106,317.67
0de24149-d,104,33.21
b1cd2571-8,105,118.52
6518b3f5-9,102,376.63
2a0374d2-e,104,428.47
119fec0d-2,104,462.91
9e012e67-8,107,385.98
4b06ab84-e,102,311
68235070-2,103,268.49
477dbdaa-9,103,185.46
e83298b7-c,107,267.4
968716f9-d,106,203.43
5b7f1241-9,105,171.63
69a949eb-b,107,326.01
e2a4b6ca-c,107,147.71
90518d68-1,102,390.2
1ee7bc15-5,106,406.06
7b5dd212-c,105,268.42
eb1e3cad-b,104,210.36
2838f818-c,106,285.47
9d19438f-d,103,494.46
c45f28ae-1,102,287.09
0f772bf6-b,102,378.27
42cf5d2e-e,102,23.54
b2969904-5,102,383.58
8d276b60-e,101,41.61
d13b913f-9,103,261.57
5c2c5955-3,107,251.32
bc3bb60a-5,101,72.43
27e9782e-5,101,421
ab7ff487-1,105,422.02
d5c83689-d,103,219.83
b7af74f2-2,107,242.33
4750a3de-4,102,334.28
7b7268d8-6,105,148.21
1f251a5e-3,106,275.11
8e964181-6,106,211.85
5a8e414b-b,101,497.4
65a4da6f-6,104,368.74
5a55a846-e,106,260.82
7ce94426-b,104,394.35
f391d9be-7,106,459.03
cde121ac-d,104,377.99
08562850-3,101,269.87
4263e65c-c,104,458.8
43630740-4,106,414.08
c3297364-0,102,496.06
4d7b33d6-4,105,295.86
16ee2335-1,106,430.43
be9ec030-d,101,169.71
6eaed388-2,102,315.8
31de3bd2-f,106,154.33
88870a57-4,106,197.33
df236be6-3,103,270.73
0a074647-b,106,261.23
88ef8a42-2,106,334.87
a0e0a691-6,104,266.2
8afa06d8-5,106,169.53
cc75f240-f,102,332.57
0cf80cb2-8,103,398.85
6b4cb792-5,106,180.6
eabbc369-2,105,433.59
9883b500-1,106,20.74
a8f16266-b,107,17.01
da23cfa7-8,107,34.13
6998026b-c,106,11.14
bf309230-0,106,206.97
f10370ff-5,106,353.08
5fe989c9-0,101,67.36
18a5e79d-9,105,203.49
8d0bdad7-4,102,246.98
928d77c4-3,105,368.25
f383159c-4,105,327.19
8d255132-b,101,274.65
2cbe2f6f-c,107,369.15
9ea32af8-e,102,84.26
65ac8845-c,105,255.74
93a8561e-7,101,440.74
41fbbdbc-9,107,316.84
e2cdb444-c,104,199.88
bcdf7628-1,106,389.85
1115a4cc-1,101,317.98
a1d355b7-1,106,165.06
a0354415-2,105,192.48
96ef0dc9-6,106,106.34
bc8f50c4-2,107,404.92
8a124bf1-f,103,289.62
7951f51e-0,104,129.89
28cfa86a-5,106,41.2
612b78d4-f,102,208.08
b91ead40-7,101,114.84
88c4fbee-6,103,430.16
12e1e7b7-7,101,431.98
743ba069-f,106,472.77
4ee2c2d6-9,101,473.18
1c303802-d,105,205.06
fe1e6a78-9,104,485.71
3ba8563c-f,101,84.28
afda448a-a,105,189.84
916025c8-f,101,366.4
ece88ff7-0,102,93.05
9083e49d-7,103,398.16
c69635d9-f,101,326.51
23e7a67d-1,103,367.98
7bbba576-7,103,424.14
948a3b40-d,102,359.51
b6bfe4cb-f,103,187.2
56f9b336-5,106,232.12
ce4c61d2-d,101,236.78
d2f40c10-8,101,439.4
3d8c1bc0-8,103,133.33
1bec4273-5,104,199.31
e570765e-b,107,143.68
be05d6b5-2,106,313.37
06ea5adb-3,107,311.05
0d1765cc-2,104,71.34
23eca2e3-4,105,354.11
00bb902e-c,105,163.91
c1cbbee6-d,102,460.83
8730a0ee-7,104,49.61
9869b403-1,102,325.51
7936a1cb-1,105,394.16
a49efe9f-9,106,440.11
c0b10d64-7,105,94.52
474c66bf-3,104,209.41
312bc8fc-8,103,413.31
f048a4a2-5,101,205.82
118fb0b7-5,106,110.73
36d0d0c8-a,103,432.1
a1d11037-3,101,375.09
5f7c41ee-8,107,69.77
148cb3f3-1,104,430.96
03855207-2,106,429.69
5409dd3e-8,105,381.28
fb807119-e,103,72.87
a875d9c4-3,104,37.67
c0b273c2-5,105,485
61c34d6b-7,106,214.45
e7f6b561-2,104,315.89
e5e1cfb0-8,105,211.67
108aa207-b,103,490.75
06a09e72-0,103,444.27
d0b8fdbd-c,101,244.61
6a7a755f-3,105,444.87
8fb4616e-1,105,231.08
211045d2-8,104,32.39
19c38aae-f,103,260.74
96cc2aff-a,107,446.14
1f547b94-e,104,144.56
38cc3695-2,106,467.35
0c216a89-c,103,71.02
8154e3b9-f,101,374.32
9a063b15-b,105,61.82
1c38c5f3-a,106,214.64
4743f61c-6,105,220.76
f7dc5f39-8,103,204.56
938a985a-3,104,78.43
8423ce73-6,106,132.48
67788728-f,105,334.55
f103ac45-1,107,311.29
2b5c6c6d-1,107,70.49
adf77823-5,107,243.69
1e180b5a-5,102,74.67
747539b8-3,107,388.03
d037e5a2-4,101,28.12
5d6fed7e-c,105,112.53
35303867-3,105,439.81
035b2887-1,101,220.37
409255b0-7,106,314.16
cb2df151-f,102,438.97
9e7e2170-8,102,166.89
952d56a9-b,105,222.28
c5cfe88d-5,102,128.89
e8999fe4-c,104,65.88
30884869-f,104,31.93
9c80171d-4,106,18.79
d09b26d9-0,104,46.99
2b55fe4e-5,104,293.28
7bd70763-d,101,419.54
f6ac2fc8-b,107,150.09
9837356f-2,105,172.11
fa178a1a-9,105,440.57
d0248426-8,103,121.31
3e909d12-3,107,481.88
8783e6d7-9,106,177.59
6c60ac1f-5,107,443.05
ce33c092-3,107,235.33
6917952b-a,104,24.75
dd47ca5c-7,107,470.9
dbdf1bd9-4,105,237.27
affa909a-d,105,151.72
b728a1fd-f,105,27.88
9290dba4-3,101,26.95
35165fca-f,101,417.34
f9b277b8-e,102,207.54
6330d18c-c,106,123.41
cca83636-7,101,398.36
0e1a71b4-5,101,350.5
f75cd757-e,105,459.93
d7756866-3,103,324.93
8758e2a7-5,103,483.48
f6668874-4,105,286.37
99f4f73c-d,101,486.15
34731d18-b,102,44.29
9daf59d4-d,101,481.53
112725bd-9,103,404.07
5471b17a-5,101,63.31
4e770614-0,107,254.31
880eab94-7,106,152.98
a3a6c3c3-5,107,199.16
2029492d-a,107,384.71
97aa2898-6,103,498.37
1a75428d-6,104,142.53
741be484-3,104,353.77
6cc0fabb-0,103,38.68
edc90cdd-f,107,34.3
49da2a6d-0,101,121.05
19694848-0,101,117.95
966d092f-4,102,41.11
e1fbcf04-4,107,171.56
5ff948e9-e,102,190.47
37dd32b9-2,103,94.21
f5929b23-f,107,294.66
f735c522-7,106,262.15
0bb347fc-8,105,257.35
385d5a98-5,105,318.15
1879476d-1,101,432.56
60552b00-5,105,386.32
8dc77453-f,103,131.54
68175273-6,102,32.29
1716680b-f,106,278.03
61dc6cda-6,104,381.05
3b35362c-0,103,56.78
7321f69d-6,101,30.56
70243117-d,102,387.81
ec7ee1d8-c,102,375.41
9f0f06d3-3,101,183.1
b1f1cec7-8,107,278.54
fbcacc6c-d,102,227.68
28c40ae3-e,107,490.91
9eeae0e2-6,102,69.31
b8c6b653-c,104,31.12
538ed23f-d,101,225.59
c612b025-d,103,328.31
5aff8eb0-a,105,92.21
0a6ec1de-5,106,95.3
4cf74eeb-1,103,467.24
66d31bcc-5,101,181.68
86c443dc-d,102,267.88
e5071257-0,107,138.46
2d45fe93-4,102,151.92
1df471c0-6,107,163.54
ad05bd9b-3,104,286.09
26feb22b-9,104,209.89
43084da7-3,103,454.14
d3ede683-9,106,87.6
8b7d3acc-5,104,223.73
c2358c11-c,102,473.12
5e1c0286-d,102,474.63
6f5b3c27-7,105,351.26
1e048fba-3,102,412.47
5e3bc580-6,101,221.39
b6c438b1-4,102,47.18
6ff74b4d-7,101,363.37
513edd5b-a,101,116.06
474e681a-a,106,321.07
1e7bf1fe-6,105,485.4
f28cdd02-7,102,129.71
38d8b02d-4,102,481.63
6eac3727-8,107,112
db7d8ba8-a,105,444.98
0e5c25e6-2,104,226.97
5d6d3c17-6,107,412.98
d0d702ad-8,107,306.97
25ea4a1f-0,105,479.52
7c4d897b-7,101,422.68
7fe0ba98-f,103,450.51
fa1b70a0-d,102,337.72
dce9a48e-f,102,355.43
933712e7-8,101,250.41
37cadfa7-8,104,258.08
27cdeb76-6,101,61.98
cfcc5fd6-b,105,277.14
210a2d36-7,107,181.62
4c798c68-9,104,101.29
e0f744c7-3,101,399.69
f5819e74-0,105,181.69
37800a56-3,102,138.51
1a3aa7ac-9,101,360.88
6d05da53-3,103,152.43
2ea64143-d,106,278.78
9a544065-a,104,82.95
28dd3466-1,101,83.31
7438ea1f-c,105,268.14
071b5966-3,101,489.42
1d4e9360-1,106,210.4
e5a12194-5,105,99.23
385838a7-e,107,280.2
bb11a08f-4,104,200.14
b22c4626-9,106,388.45
2784b792-4,107,429.43
c1e93299-2,103,348.15
762221aa-3,105,176.6
389afb40-f,104,228.74
2830b16b-9,106,302.97
88733fae-e,104,117.7
67d80dfd-7,102,219.19
381eab4a-d,106,137.74
36fe6ac6-2,104,436.86
82b6cd96-6,101,269.89
a1f2b6dd-7,101,81.82
5dd58cd8-2,105,353.61
ed21c448-4,103,37.73
3eb56196-f,105,215.34
c3890ccb-8,103,117.18
4a8e60af-d,104,451.22
7bcd7ac9-6,104,382.83
90a62e58-d,101,213
9e13e61e-c,106,450.17
d5ffce9f-3,106,251.98
3bf1badc-6,104,345.49
8f8a84e9-8,104,431.89
531124f2-0,102,76.69
4fb52521-f,107,373.26
ae353616-c,105,26.71
3eed3203-4,107,191.54
062f7492-d,101,473.96
c18f0916-4,104,347.43
1ff000e0-e,102,200.63
69e1b723-6,106,47.45
5e2b3419-a,106,453.53
91b88773-5,102,378.95
908a54b6-0,101,321.66
27c745da-8,106,429.78
51f72692-9,106,392.26
d269fa86-d,106,169.92
03e902b1-7,104,344.08
a2075783-1,105,119.61
507cfd45-3,103,304.02
d530da77-3,105,221.6
cddf766d-e,102,371.72
d78da125-0,105,245.53
018f23ea-7,106,435.73
b121d823-9,104,399.88
98898541-4,102,471.77
919c0e4d-0,107,451.25
0e7f87e5-8,103,168.52
310c2d25-b,106,272.8
73bb6de8-1,107,153.13
31dd646d-7,102,244.73
267985bd-2,101,74.64
b8455d97-7,101,204.33
7dcce976-1,105,426.27
a7f3a36d-b,107,369.36
f4193c4a-2,107,384.61
26c3c2aa-e,102,203.19
012b2dda-1,107,394.31
52cdaea0-8,104,135.22
3ba6780b-a,103,241.76
5024d38a-c,103,20.31
4af5147b-4,103,236.62
3c7eedc9-a,101,250.72
6280a914-4,105,407.45
5497ca0e-5,107,436.95
3a6f86b9-b,103,292.37
122394b2-e,101,63.8
63b737b8-d,101,462.49
433fec78-f,101,122.14
4b94f455-e,103,430.8
451dc78c-3,105,245.54
c385a9e4-c,103,411.1
ce07178a-6,102,152.62
13cd0a57-0,103,141.24
3d9f22df-f,107,419.81
a0d2dea3-a,102,389.67
56886e5d-7,107,426.13
6e4a33e0-e,107,496.76
5ec4a8b3-d,107,109.99
4a545c9f-8,105,423.41
f330657b-d,106,59.42
2fe1f2b3-b,102,14.4
bef56996-5,104,127.92
84268f41-1,101,190.26
0f8b3bb7-8,105,366.79
4396ccca-1,106,238.92
4b89d022-8,105,105.61
5afee66b-4,104,251.84
17c05cd0-c,103,482.78
b0d69622-a,103,204.49
f73bf81c-f,107,364.65
b3345786-8,105,66.29
4023a06e-7,106,122.79
3f1caf62-f,106,59.16
2ad69764-b,103,482.74
33850590-0,103,400.25
07fa6d99-0,102,278.69
14161f4b-8,105,446.45
33b219e4-0,103,77.79
89d4357f-0,102,126.91
c6438a19-5,103,350.82
0a454a94-f,105,43.02
fbe1be6d-3,103,416.29
9d4429b3-b,105,128.2
912f767d-d,103,112.97
4b585842-7,103,221.92
c043a23a-d,103,356.78
6698a03c-9,101,309.92
6e225e67-8,105,400.63
15b532b8-c,105,377.55
f1aa4880-3,104,382.33
e4733b2d-3,104,215.61
88ac9198-a,105,352.89
ad95ddec-0,102,403.98
2392c4a9-b,104,19.44
95d60434-e,103,422.63
e9feb788-5,103,302.73
0ca7d06c-9,104,71.26
1d45530e-f,105,332.89
33f24bca-a,102,254.19
3a2603ce-0,104,436.15
a8e54bbb-b,103,379.65
c97eb78f-6,103,440.27
408988b0-2,103,358.89
1d0dfece-f,106,463.05
ad413f74-7,102,14.66
74232b1e-e,102,374.15
f1612cb4-2,104,330.67
1730de82-d,105,367.14
b99ff610-5,107,96.93
fd68f3df-7,106,326.94
68365458-0,101,133.61
b1cac920-f,107,319.29
c4e06440-e,106,473.16
ceab308d-f,107,261.33
fda392f9-d,106,332.48
64049319-8,102,180.06
494800ef-2,106,478.62
2ac7fc27-9,101,391.77
2a34ede3-a,104,194.6
93f6ad6c-3,107,145.56
f6ffdeea-1,103,149.93
cbeb110c-d,105,197.26
758e3cf5-d,105,125.47
c8304287-0,101,221.24
b3684052-7,102,421.76
f9c3cc85-b,101,342.6
4d81096c-a,104,380.5
96a4eeb1-a,107,435.45
d45a02f8-3,105,255.26
1ac7fcaa-4,101,142.92
0ae87429-2,107,203.54
8baecb87-6,107,71.16
56534cf5-a,105,484.89
891369e6-3,106,431.84
1859fc40-2,105,236.16
eb398faf-6,107,319.55
4da1fb5d-d,102,132.67
dfc784ec-d,103,112.35
69843943-b,105,170.5
a4353860-7,107,287.69
11d34f7e-2,103,216.75
df7930b9-d,107,37.79
4ac6af27-a,105,100.23
273017e8-2,104,453.66
93235dc9-9,103,401.54
37a661c4-a,104,442.41
c4f71922-a,107,224.56
e740000e-2,102,435.97
35efff39-b,107,398.25
63c30b65-a,103,262.8
06fff043-4,106,257.67
eba5c94a-6,103,410.07
39c7b618-6,103,51.33
76ca9c3c-c,104,28.77
268b335a-8,102,130.27
8164e79d-1,104,113.72
a2f99d43-c,104,306.77
d36a344e-f,106,68.53
92411baa-e,107,186.96
ed268cfc-4,101,496.79
6390f2ea-8,105,479.63
7cbf22f9-2,101,235.86
85842870-7,104,74.55
28ca7dce-f,106,269.25
30ff2cd8-5,105,66.37
579ede7a-c,103,122.84
b6add811-e,107,209.68
e59dd1ef-7,106,243.62
594121e8-4,101,421.25
4aa17ee2-e,104,281.6
d001ebc6-5,102,355.16
f474b729-5,102,172.78
0412d7ff-f,107,96.27
41f528fa-5,101,286.09
ef18627c-6,106,407.47
8029a89d-b,102,230.18
158fd3b5-2,106,473.05
a52fdf17-b,102,126.42
ad642b46-7,107,357.02
dbebaa55-4,106,114.6
e1afb191-5,104,483.93
1fe67292-0,107,410.02
793480ee-d,106,39.29
3b3acd49-f,106,143.25
c5a964e5-1,101,487.54
0c4145bc-8,103,84.34
98eb0ae1-e,107,83.69
32f4abf1-e,107,412.56
ac13377e-b,103,83.48
46b7b3a3-0,102,422.69
df1e3f0d-5,103,110.52
347bc94b-6,107,307.25
176b24ce-d,105,83.16
bc2a8a1a-0,104,33.33
1587d0c4-b,105,96.23
2a339668-e,102,246.49
afd38630-0,105,414.86
33d1d69e-5,107,87.2
d86c4787-2,107,15.67
c8ee38d3-1,104,396.59
380bf7e8-2,105,64.47
a7e4d8b4-9,105,364.19
74a43ff7-2,104,265.86
4cc35f1a-1,102,202.03
7c011ded-7,103,340.26
a6326e35-d,102,84.13
05c97ccd-6,106,72.96
e10f1782-1,106,412.27
90ea4fe6-d,107,16.08
b7e948d3-5,104,13.43
7f6906b4-0,101,375.79
a8594906-d,105,184.8
bea3dc50-a,103,15.56
a6166130-b,101,197.79
581a41f1-b,105,175.77
b28c2240-7,104,174.56
6f0fcbd8-e,104,279.38
e101ab76-7,102,129.52
2c1cd7b8-c,102,125.93
57b27e03-4,105,78.34
eb0596ff-1,101,23.85
4913cc97-2,106,209.44
bb6469a8-e,107,291.97
fda470b8-1,107,401.11
0b4350eb-5,105,335.49
d8f3686a-3,102,58.24
30b35209-e,103,164.37
c29aa4a8-f,104,99.36
5e9900af-f,101,351.99
676d7645-b,105,365.39
ba8a075e-b,103,12.32
a9cf9e47-1,101,355.88
84478b2a-7,104,462.7
f3fa141b-a,102,308.66
3316625a-a,101,155.2
329af66f-e,104,143.63
efd0a0a2-6,102,23.78
d474e7e9-2,107,365.38
4b0562d6-6,101,156.89
2ab12e1b-6,105,429.37
ef5c107c-f,106,197.66
0bb5397d-8,104,167.31
868803c9-8,103,494.3
f6a07190-8,106,115.09
51393037-0,101,140.42
4c529cb5-6,106,263.55
581977ad-e,106,23.62
05a68613-e,102,181.26
38210005-e,105,389.82
a1ca6a6d-5,101,347.3
7b2f61cf-4,105,73.29
468994c4-8,107,308.09
7cb9f116-e,102,341.04
9bba74d0-a,102,268.87
1d561c87-f,107,30.54
3b16bf75-a,103,326.97
aa8da6fc-a,101,143.47
576781f7-3,105,243.15
6eb3c1f2-9,106,422.47
17546bcb-2,105,243.06
bb5744d0-b,106,179.92
f254b403-8,105,95.75
842dd0ce-5,107,398.4
8300126f-c,103,447.35
2a4a8474-e,106,481.84
524bb820-b,103,112.69
d9daf14f-5,107,466.59
68912f50-f,103,37.83
95991863-9,104,197.76
fb79fc41-8,101,308.9
203a42f4-5,106,169.15
c42c9409-d,101,220.98
0c0daeec-a,106,218.58
84d390d3-6,102,259.42
118c14a6-4,103,369.33
1a38d99a-4,107,424.82
f5f63eca-8,101,426.82
ef1c4943-2,102,50.89
b2240a4c-f,103,362.6
5284add4-d,102,150.55
9150cb0b-4,104,48.18
13ac4c2d-9,104,138.64
6acf0b33-c,107,274.22
d13af207-3,104,327.53
6087024c-4,102,477.1
4361fa36-a,104,213.97
cb7f85a2-c,101,305.91
d1231bbf-f,105,109.77
ac5c0b1b-5,104,42.93
e3fbbb68-6,105,387.69
1b1beeb3-3,101,64.68
e2579884-9,106,55
7c632a2e-c,103,261.36
3fffb302-7,106,415.54
0d81cb5b-8,101,291.5
887204fc-0,105,56.4
166a45a2-c,103,63.96
567355fa-3,106,246.62
2d4ef699-f,105,61.7
5e93104b-a,105,434.51
00fcb9c0-8,102,350.78
ec4cfda5-5,105,137.81
cc021b5e-8,104,18.74
10e8a4f7-b,103,457.22
2c91e42a-6,103,233.57
5978f0ff-1,107,136.96
7e336240-1,102,440.6
e526dc06-e,107,267.99
6d1515e6-3,104,80.57
22678cd9-e,101,417.36
9aaae28d-d,107,294.52
6cfb4a90-6,101,375
fa76eccc-7,101,60.63
c0d8e8ab-4,102,214.26
84b8e40f-6,106,131.08
a123f1a2-e,102,395.41
bc32e509-c,107,477
cacf1f1e-3,107,314.34
0c58c336-9,102,232.51
5c0ef37f-2,105,306.61
a4399143-2,104,271.74
7ba3966b-5,101,363.52
e1224f77-9,107,304.33
4f25c1c1-a,104,403.2
30571c6b-a,107,317.23
e7b4c53e-1,106,325.63
ad74ed86-b,107,443.94
7fdb1426-8,105,105.16
26488257-8,106,95.11
0ab77e86-e,103,231.11
9d8e1e52-1,106,89.92
1d77c7af-3,106,293.2
4116b831-2,107,171.28
f0ed22c9-3,104,476.57
b82fe130-6,101,323.84
1f12847c-d,101,430.99
53b4de6e-9,106,74.43
dc45d710-7,102,390.11
abd19d27-0,104,311.55
b709f015-d,103,136.17
1856f48e-9,104,290.57
30c6766f-3,104,465.37
e5167a38-0,106,98.93
39394899-d,101,468.2
c5b6f5f8-7,105,146.93
047680b7-4,103,481.22
962ce4b9-9,106,51.83
38515136-8,105,221.27
f8a7b3cb-a,102,39.97
1cb6afbc-4,104,219.61
326dc1f5-9,101,153.68
2c0caa2e-4,102,393.56
bade74aa-4,102,27.49
e797ba11-c,106,279.28
9a56685d-c,107,77.45
8dff29eb-7,101,226.49
0a39406a-e,104,111.14
21918b6b-3,101,323.64
52f65655-f,105,235.75
cad3fdda-e,106,40.1
183ca096-f,106,379.07
6b5e75a3-9,107,25.28
3ed75263-6,103,340.18
284503ec-c,106,10.37
41e93c18-6,102,334.28
e8883132-5,104,160.13
3a7449b5-2,101,223.01
a9f02f8c-1,102,330.76
620721a3-e,101,345.47
0dc1a84f-d,105,404.19
d332a849-4,102,328.44
60fcaed7-7,105,152.84
a0441877-3,101,353.96
cc8b1c23-2,102,151.55
f2c895cb-2,102,412.92
598596a4-7,102,326.52
86885061-1,107,198.45
9bf78c9a-3,107,132.31
e54a25c2-4,107,359.46
cf29c7a3-8,105,466.36
c6347235-0,104,368.62
3c9a3ef2-d,106,374.41
1f31c5f9-6,107,408.46
95199ded-8,103,252.68
9463ea85-8,105,302.72
4efbd6fd-1,107,335.31
fb219753-e,105,253.05
d1391498-e,101,482.4
c95968a6-3,104,384.44
63955182-b,103,340.43
c9b146c9-5,103,323.46
a1878150-1,102,495.35
fde754b4-1,103,422.7
090337cd-a,105,183.06
ac287cf7-1,101,439.67
18c52147-6,107,40.86
75aef9df-6,105,131.99
cc0cd40a-a,102,264.43
2cfa9ec7-0,101,152.63
f9ab318b-7,103,435.67
9a5add4e-2,105,458.34
a5155b7e-c,107,201.3
c8124e78-4,103,221.53
5c0b6596-f,101,475.5
aaf35eae-2,104,293.84
25cd002f-e,101,367.27
86dccec4-a,104,89.92
25c1502c-f,107,422.91
e0d5b83a-3,107,276.94
788e7cc6-6,106,408.28
33036bf9-b,107,146.46
1518f397-4,106,389.59
0faf569e-1,107,273.61
ae145df8-8,101,373.25
1a48d1a4-7,106,120.24
1eda0f3c-9,101,195.46
075c7e1a-a,101,18.99
a526d0bf-9,105,124.31
979b12da-c,102,233.95
6a9280ea-2,103,291.38
87c9f24f-8,107,108.86
5655eb89-5,104,201.42
d767d45d-a,106,129.48
e8d4ff23-6,104,475.59
b8375129-c,101,471.4
8a2d7d67-b,105,279.07
f2dc543b-9,106,373.45
fa44d09d-5,102,89.77
b7a796cd-a,101,102.51
dcb6da7a-7,101,246.87
cec7eb10-1,101,163.15
e716451f-f,105,221.52
7ef9e09f-b,107,411.81
602bb15e-4,102,466.18
c534d5aa-5,103,446.49
bfc775a1-a,104,259.36
2fd1ffe3-1,102,261.74
f9c10c74-8,104,226.02
136578f7-6,107,149.94
706a6f3e-9,105,44.18
581fab2b-a,107,94.83
c7008243-5,101,313.21
4efe9fdd-5,102,249.86
e4e13f0f-d,101,250.31
a6212e2e-a,101,330.56
a28d5119-1,102,377.06
78ba3547-b,103,337.91
8243d88e-e,103,52.16
8f3a5380-9,103,95.61
04284bd4-a,101,155.98
6d626cf9-1,107,18.56
66f17216-a,107,26.86
8264844a-e,106,202.35
ad1f054b-2,107,263.22
3d5fe14e-1,102,298.79
27fb556a-3,102,457.07
38362f6f-1,107,442.46
35f1c343-b,107,255.81
100f5bd6-3,107,32.89
e23f5984-b,102,251.88
85edc59a-c,107,120.68
625ff553-e,101,30.21
c3fe6a0a-3,105,246.17
c1fa2667-b,103,329.85
d565ad1e-7,103,437.06
7e5f9dad-d,106,204
91e98516-d,105,207.44
1d206f3c-3,106,463.6
769c6a76-6,106,359.03
9b6c0128-f,105,384.7
d570140f-e,107,298.02
c8170aaa-e,102,400.84
3cd49ea6-1,107,464.71
fb711bf3-4,104,16.11
135f9af5-5,105,484.74
43e4b99f-6,103,365.33
317d65ec-f,107,176.01
b44206d3-1,102,464.89
f9677a24-6,102,401.8
0614e833-2,102,210.96
3c8d5057-5,103,67.54
624d50b3-3,105,31.73
76d8a34e-b,107,298.26
1f2ee9a2-5,101,247.86
03f4ca3b-8,102,362.83
e8f069f8-6,105,476.64
d3a6af1a-7,101,388.38
19c52cc9-5,101,337.33
f0767145-7,105,494.14
101ade60-3,101,455.94
cb17280c-0,104,221.53
9885fa19-4,105,461.56
d31d0123-a,107,168.59
4cca89d4-4,102,482.74
b3d1ba0f-3,105,200.93
875caa36-1,102,18.84
eb873293-1,106,109.89
5b444a16-4,107,98.61
4.46E+03,107,459.61
e9dd6729-5,107,28.61
82cc06cc-0,103,378.85
fbe1f8ba-0,104,78.87
c070b4b6-1,104,362.99
6341d191-8,101,198.38
87e5625f-c,105,471.66
25a9c188-a,102,68.68
8adaa913-f,105,289.83
46a92f74-2,101,343.43
